Data Source in SDW: https://sdw.ecb.de/quickview.do?org.apache.struts.taglib.html.TOKEN=ed67f455f89ad55f96bd96b8afb76bc8&SERIES_KEY=42.FM.B.U2.EUR.BL.EI.SX5E.HST&start=01-01-2021&end=&snapshot=&submitOptions.x=0&submitOptions.y=0&trans=N
,FM.B.U2.EUR.BL.EI.SX5E.HST
,"Euro area (changing composition) - Equity/index - EURO STOXX 50 Price EUR Index - Historical close - Euro, provided by Bloomberg Finance L.P."
Collection:,End of period (E)
Period\Unit:,[Points ]
,,obs. status,obs. confidentiality,obs. comment
2025-05-28,5378.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-27,5415.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-26,5395.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-23,5326.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-22,5424.4800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-21,5454.4600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-20,5454.6500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-19,5427.2300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-16,5427.5300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-15,5412.0800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-14,5403.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-13,5416.2100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-12,5392.3600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-09,5309.7400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-08,5288.9400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-07,5230.1900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-06,5263.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-05,5283.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-02,5285.1900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-05-01,5160.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-30,5160.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-29,5161.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-28,5170.4900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-25,5154.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-24,5114.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-23,5098.7400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-22,4961.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-17,4935.3400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-16,4966.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-15,4970.4300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-14,4911.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-11,4787.2300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-10,4818.9200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-09,4622.1400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-08,4773.6500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-07,4656.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-04,4878.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-03,5113.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-02,5303.9500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-04-01,5320.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-31,5248.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-28,5331.4000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-27,5381.0800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-26,5411.6900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-25,5475.0800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-24,5415.7900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-21,5423.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-20,5450.9300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-19,5507.3600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-18,5485.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-17,5445.5500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-14,5404.1800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-13,5328.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-12,5359.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-11,5309.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-10,5386.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-07,5468.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-06,5520.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-05,5489.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-04,5387.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-03-03,5540.6900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-28,5463.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-27,5472.5600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-26,5527.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-25,5447.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-24,5453.7600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-21,5474.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-20,5461.0300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-19,5461.1700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-18,5533.8400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-17,5519.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-14,5493.4000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-13,5500.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-12,5405.6500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-11,5390.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-10,5358.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-07,5325.4000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-06,5356.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-05,5271.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-04,5264.5900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-02-03,5217.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-31,5286.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-30,5282.2100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-29,5230.6600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-28,5195.7100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-27,5188.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-24,5219.3700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-23,5217.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-22,5205.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-21,5165.9600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-20,5164.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-17,5148.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-16,5106.9300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-15,5032.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-14,4980.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-13,4954.2100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-10,4977.2600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-09,5017.9100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-08,4996.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-07,5011.8200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-06,4986.6400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-03,4871.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2025-01-02,4917.8800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-31,4895.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-30,4869.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-27,4898.8800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-24,4857.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-23,4852.9300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-20,4862.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-19,4879.0000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-18,4957.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-17,4942.5800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-16,4947.0300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-13,4967.9500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-12,4965.5300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-11,4959.3500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-10,4951.7400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-09,4985.4600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-06,4977.7800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-05,4951.5800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-04,4919.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-03,4878.5100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-12-02,4846.7300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-29,4804.4000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-28,4758.6500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-27,4733.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-26,4761.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-25,4799.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-22,4789.0800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-21,4755.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-20,4729.7100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-19,4751.2300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-18,4790.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-15,4794.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-14,4833.5300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-13,4740.3400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-12,4744.6900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-11,4854.0300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-08,4802.7600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-07,4851.9600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-06,4800.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-05,4870.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-04,4852.1000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-11-01,4877.7500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-31,4827.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-30,4885.7500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-29,4950.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-28,4969.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-25,4943.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-24,4935.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-23,4922.5500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-22,4939.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-21,4941.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-18,4986.2700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-17,4947.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-16,4908.7100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-15,4946.7300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-14,5041.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-11,5003.9200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-10,4970.3400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-09,4982.5700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-08,4949.0000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-07,4969.7100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-04,4954.9400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-03,4921.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-02,4963.2900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-10-01,4954.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-30,5000.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-27,5067.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-26,5032.5900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-25,4916.8900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-24,4940.7200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-23,4885.5700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-20,4871.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-19,4943.3800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-18,4835.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-17,4860.7800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-16,4827.6300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-13,4843.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-12,4814.0800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-11,4763.5800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-10,4747.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-09,4778.6600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-06,4738.0600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-05,4815.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-04,4848.1800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-03,4912.5200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-09-02,4973.0700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-30,4957.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-29,4966.2700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-28,4913.0300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-27,4898.7800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-26,4896.6900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-23,4909.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-22,4885.0000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-21,4885.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-20,4857.5800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-19,4871.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-16,4840.5200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-15,4807.7700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-14,4727.6000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-13,4694.9200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-12,4671.8800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-09,4675.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-08,4668.7400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-07,4668.0600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-06,4575.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-05,4571.6000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-02,4638.7000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-08-01,4765.7200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-31,4872.9400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-30,4841.0000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-29,4815.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-26,4862.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-25,4811.2800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-24,4861.8700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-23,4916.8000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-22,4897.4400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-19,4827.2400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-18,4870.1200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-17,4891.4600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-16,4947.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-15,4983.1100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-12,5043.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-11,4976.1300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-10,4958.8600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-09,4903.6200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-08,4969.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-05,4979.3900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-04,4987.4800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-03,4965.8000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-02,4906.3300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-07-01,4929.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-28,4894.0200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-27,4902.6000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-26,4915.9400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-25,4935.9700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-24,4950.9800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-21,4907.3000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-20,4947.7300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-19,4885.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-18,4915.4700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-17,4880.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-14,4839.1400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-13,4935.5000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-12,5034.4300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-11,4965.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-10,5016.4800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-07,5051.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-06,5069.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-05,5035.6600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-04,4953.3700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-06-03,5003.5400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-31,4983.6700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-30,4982.1800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-29,4963.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-28,5030.3500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-27,5059.2000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-24,5035.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-23,5037.6000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-22,5025.1700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-21,5046.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-20,5074.3400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-17,5064.1400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-16,5072.4500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-15,5100.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-14,5080.2900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-13,5078.9600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-10,5085.0800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-09,5054.4100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-08,5038.1700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-07,5016.1000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-06,4956.9600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-03,4921.4800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-02,4890.6100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-05-01,4921.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-30,4921.2200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-29,4981.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-26,5006.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-25,4939.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-24,4989.8800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-23,5008.1700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-22,4936.8500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-19,4918.0900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-18,4936.5700000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-17,4914.1300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-16,4916.9900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-15,4984.4800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-12,4955.0100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-11,4966.6800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-10,5000.8300000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-09,4990.9000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-08,5046.0500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-05,5014.7500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-04,5070.7600000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-03,5069.2500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-04-02,5042.0000000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-28,5083.4200000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-27,5081.7400000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-26,5064.1800000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-25,5044.1900000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-22,5031.1500000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-21,5052.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
2024-03-20,5000.3100000,Normal value (A),Not for publication, restricted for internal use only (N),EU0009658145
